Address,City,State,Zip,InstitutionName,AUTO_UNIQUE_ID_2013-07-21_nicholasdelrio_institutions,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPrimaryIdValue,FPostOfficeBoxNumber,FPrimaryIdField,FGeometrySRID,FPostOfficeBoxType,FPreType,FPreArticle,FPostArticle
10 Ocean Science Circle, Savannah, GA,314111011, Skidaway Institute of Oceanography,646,USCGeocoder,296.8807,1,4.01,,20b4ce9d-59de-4ae2-a794-a9fa5393854c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3857.851694,LinearInterpolationAddressRange,StreetSegment,98.40236686,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,31.96012852,-81.03091079,Relaxed,TwoThousandTen,71184,7520,,92058,0,42340,1012,1,110.06,51,13,1,ResidenceStreetAddress,10,,,OCEAN SCIENCE,CIR,,,,,,Savannah,GA,31411,,,,1011,,,,,,10 Ocean Science Circle,,,,,,,,10,,,OCEAN SCIENCE,CIR,,,,,,Savannah,GA,31411,,,,1011,,,,,,,,Feb-98,,,Ocean Science,Cir,,,,Skidaway Island,GA,31411,,,,,,,,,,Montgomery,Chatham,3857.85,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,6197083,,tlid,0,,,,
NULL ADDRESS, Laramie, WY,820713006, Cable Jessica M,647,USCGeocoder,281.2554,1,4.01,,4e097569-49eb-4bb9-8403-869d5f24e782,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,46105770.63,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.30948966,-105.609569,Exact,TwoThousandTen,45050,,,92090,1,29660,1037,1,9629,1,56,9,Missing,,,,NULL ADDRESS,,,,,,,Laramie,WY,82071,,,,3006,,,,,,NULL ADDRESS,,,,,,,,,,,NULL ADDRESS,,,,,,,Laramie,WY,82071,,,,3006,,,,,,,,,,,,,,,,Laramie,WY,,,,,,,,,,,,,46105770.63,Meters,,SOURCE_CENSUS_2010_PLACES,2010,45050,,placeFp10,0,,,,
230 W. 41st Street, New York, NY,100367296, CUNY Kingsborough Community College,648,USCGeocoder,15.6253,1,4.01,,a4f53f2d-a8da-4efe-a343-3beacd76a9d3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5778.207671,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,40.75565788,-73.98835358,Relaxed,TwoThousandTen,51000,5602,35644,44919,0,35620,1003,1,113,61,36,1,ResidenceStreetAddress,230,,W,41ST,ST,,,,,,New York,NY,10036,,,,7296,,,,,,230 W. 41st Street,,,,,,,,230,,W,41ST,ST,,,,,,New York,NY,10036,,,,7296,,,,,,,,200-298,,W,41st,St,,,,New York,NY,10036,,,,,,,,,,Manhattan,New York,5778.21,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59655228,,tlid,0,,,,
4513 Manhattan College Parkway, Bronx, NY,104714004, Manhattan College,649,USCGeocoder,218.7542,1,4.01,,6a298cb0-e18c-4b7e-953a-ec321e686e25,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3538.141363,LinearInterpolationAddressRange,StreetSegment,99.30769231,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,40.88920749,-73.90287174,Relaxed,TwoThousandTen,51000,5602,35644,8510,0,35620,2014,2,335,5,36,1,ResidenceStreetAddress,4513,,,MANHATTAN COLLEGE,PKWY,,,,,,Bronx,NY,10471,,,,4004,,,,,,4513 Manhattan College Parkway,,,,,,,,4513,,,MANHATTAN COLLEGE,PKWY,,,,,,Bronx,NY,10471,,,,4004,,,,,,,,4501-4513,,,Manhattan College,Pkwy,,,,New York,NY,10471,,,,,,,,,,Bronx,Bronx,3538.14,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,80295677,,tlid,0,,,,
950 N Rengstorff Ave, Mountain View, CA,940431762, Solum Inc,650,USCGeocoder,156.253,1,4.01,,4f5382f2-bf47-4722-9643-f67c5fee6127,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2563.767768,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,37.41816558,-122.0932158,Relaxed,TwoThousandTen,49670,7362,,92830,0,41940,1028,1,5093.04,85,6,1,ResidenceStreetAddress,950,,N,RENGSTORFF,AVE,,,,,,Mountain View,CA,94043,,,,1762,,,,,,950 N Rengstorff Ave,,,,,,,,950,,N,RENGSTORFF,AVE,,,,,,Mountain View,CA,94043,,,,1762,,,,,,,,900-964,,N,Rengstorff,Ave,,,,Mountain View,CA,94043,,,,,,,,,,San Jose,Santa Clara,2563.77,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,618160989,,tlid,0,,,,
1530 P ST NW, WASHINGTON, DC,200051910, Carnegie Institution of Washington,651,USCGeocoder,546.8855,1,4.01,,10027b51-3194-463e-ba60-1ea0402d75ac,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,428.4763056,ArealInterpolationGeometricCentroid,Parcel,97.63313609,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,38.90913243,-77.03562148,Relaxed,TwoThousandTen,50000,8872,47894,50000,0,47900,2005,2,52.01,1,11,1,ResidenceStreetAddress,1530,,,P,ST,NW,,,,,WASHINGTON,DC,20005,,,,1910,,,,,,1530 P ST NW,,,,,,,,1530,,,P,ST,NW,,,,,WASHINGTON,DC,20005,,,,1910,,,,,,,,1530,,,P,ST,,,,Washington,DC,20005,,,,1910,,,,,,,,428.48,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,6339,,UniqueId,0,,,,
7 WTC 40th Fl, New York, NY,100072157, New York Academy of Sciences,652,USCGeocoder,265.6301,1,4.01,,6a679d99-c33b-4bf7-9311-868296c69a07,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,434163.8721,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,40.7138329,-74.00782787,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,1004,1,21,61,36,4,ResidenceZIP,7,,,WTC 40TH,,,FL,,,,New York,NY,10007,,,,2157,,,,,,7 WTC 40th Fl,,,,,,,,7,,,WTC 40TH,,,FL,,,,New York,NY,10007,,,,2157,,,,,,,,,,,,,,,,,NY,10007,,,,,,,,,,,,434163.87,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,10007,,zcta5ce10,0,,,,
1347 Pacific Ave, Santa Cruz, CA,950603940, Pacific Code Works,653,USCGeocoder,437.5084,1,4.01,,527cd530-6e23-463c-947c-ed04b574780d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2855.961065,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,36.97401166,-122.0262365,Relaxed,TwoThousandTen,69112,7362,,92900,0,42100,2028,2,1007,87,6,1,ResidenceStreetAddress,1347,,,PACIFIC,AVE,,,,,,Santa Cruz,CA,95060,,,,3940,,,,,,1347 Pacific Ave,,,,,,,,1347,,,PACIFIC,AVE,,,,,,Santa Cruz,CA,95060,,,,3940,,,,,,,,1301-1399,,,Pacific,Ave,,,,Santa Cruz,CA,95060,,,,,,,,,,Santa Cruz,Santa Cruz,2855.96,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,125506142,,tlid,0,,,,
PO Box 120551, San Diego, CA,921120551, Zoological Society of San Diego,654,USCGeocoder,718.7638,1,4.01,,840ddc77-41d8-469c-a3d6-d8818a934128,11,CityCentroid,BrokenTie,LOCATION_TYPE_POST_OFFICE_BOX,Meters,ArealInterpolation,47675095.94,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,FlipACoin,,CityCentroid,,City-InputAddressIncorrectMultiplePossibilities,8,37.36461945,-121.9679323,Exact,TwoThousandTen,69084,7362,,92830,0,41940,1016,1,5053.02,85,6,9,Missing,,,,,,,,,,,San Diego,CA,92112,,,,551,,,,,,PO Box 120551,,,,,,,,,,,,,,,,,,San Diego,CA,92112,,,,551,,,,,,,,,,,,,,,,Santa Clara,CA,,,,,,,,,,,,,47675095.94,Meters,,SOURCE_CENSUS_2010_PLACES,2010,69084,,placeFp10,0,,,,
1 GUSTAVE L LEVY PL, New York, NY,100290000, Mount Sinai School of Medicine,655,USCGeocoder,375.0072,1,4.01,,aa515a45-7e51-407c-8a8a-f5f140eb4339,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1569.823522,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,40.79055208,-73.95384967,Relaxed,TwoThousandTen,51000,5602,35644,44919,0,35620,1017,1,143,61,36,1,ResidenceStreetAddress,1,,,GUSTAVE L LEVY,PL,,,,,,New York,NY,10029,,,,0,,,,,,1 GUSTAVE L LEVY PL,,,,,,,,1,,,GUSTAVE L LEVY,PL,,,,,,New York,NY,10029,,,,0,,,,,,,,Jan-99,,,Gustave L Levy,Pl,,,,New York,NY,10029,,,,,,,,,,Manhattan,New York,1569.82,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59662666,,tlid,0,,,,
16 Caldwell Blvd., Slingerlands, NY,121599268, Z Lens LLC,656,USCGeocoder,187.5036,1,4.01,,0cd42bb7-bfa8-4956-a2d6-f41418e21a7a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7158.936352,LinearInterpolationAddressRange,StreetSegment,98.40236686,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.62591327,-73.87846057,Relaxed,TwoThousandTen,,160,,6354,0,10580,3032,3,142.02,1,36,1,ResidenceStreetAddress,16,,,CALDWELL,BLVD,,,,,,Slingerlands,NY,12159,,,,9268,,,,,,16 Caldwell Blvd.,,,,,,,,16,,,CALDWELL,BLVD,,,,,,Slingerlands,NY,12159,,,,9268,,,,,,,,Feb-30,,,Caldwell,Blvd,,,,Bethlehem,NY,12159,,,,,,,,,,Bethlehem,Albany,7158.94,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,18361652,,tlid,0,,,,
1500 University Drive, Billings, MT,591010000, Montana State University - Billings,657,USCGeocoder,3437.566,1,4.01,,ff09306d-5671-4fea-9e08-d5b9a98102cd,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,122375.9045,ArealInterpolationGeometricCentroid,Parcel,99.40828402,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,45.79690131,-108.5222044,Relaxed,TwoThousandTen,,880,,90315,0,13740,2017,2,6,111,30,1,ResidenceStreetAddress,1500,,,UNIVERSITY,DR,,,,,,Billings,MT,59101,,,,0,,,,,,1500 University Drive,,,,,,,,1500,,,UNIVERSITY,DR,,,,,,Billings,MT,59101,,,,0,,,,,,,,1500,,,University,Dr,,,,Billings,MT,59101,,,,245,,,,,,,,122375.9,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,242366,,UniqueId,0,,,,
P.O. Box 370, Crow Agency, MT,590220370, Little Big Horn College,658,USCGeocoder,234.3795,1,4.01,,510304c3-2dde-4773-bfdc-51fc51feb55f,10,POBoxZIPCentroid,Success,LOCATION_TYPE_POST_OFFICE_BOX,Kilometers,ArealInterpolation,431.652,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,45.54042178,-107.2836075,Exact,TwoThousandTen,,880,,90756,,,2273,2,9406,3,30,5,POBoxZIP,,,,,,,,,,,Crow Agency,MT,59022,,,,370,,,,,,P.O. Box 370,,,,,,,,,,,,,,,,,,Crow Agency,MT,59022,,,,370,,,,,,,,,,,,,,,,,MT,59022,,,,,,,,,,,,431651751,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,59022,,zcta5ce10,0,,,,
1775 Mass Ave NW, Washington, DC,200362188, Brookings Institution,659,USCGeocoder,593.7614,1,4.01,,3d44cc1a-f619-42b2-a2f5-cd03b2c16f3e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,862179.8163,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,38.90701677,-77.04156928,Exact,TwoThousandTen,50000,8872,47894,50000,0,47900,2012,2,107,1,11,4,ResidenceZIP,1775,,,MASS,AVE,NW,,,,,Washington,DC,20036,,,,2188,,,,,,1775 Mass Ave NW,,,,,,,,1775,,,MASS,AVE,NW,,,,,Washington,DC,20036,,,,2188,,,,,,,,,,,,,,,,,DC,20036,,,,,,,,,,,,862179.82,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,20036,,zcta5ce10,0,,,,
3921 ACADEMY PARKWAY N NE, ALBUQUERQUE, NM,871094416, TPL Inc.,660,USCGeocoder,265.6301,1,4.01,,df06cbac-4cd9-44f9-a12f-55866262f630,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4798.496374,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,35.15831963,-106.5996622,Exact,TwoThousandTen,,200,,90060,0,10740,1059,1,37.36,1,35,2,ResidenceZIPPlus4,,,,,,,,,,,,,87109,,,,4416,,,,,,,,,,,,,,3921,,,ACADEMY,PKWY,N NE,,,,,ALBUQUERQUE,NM,87109,,,,4416,,,,,,,,,,,,,,,,,NM,87109,,,,4416,,,,,,,,4798.5,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,206712012,,tlid,0,,,,
2 GILMORE HALL, IOWA CITY, IA,522421320, University of Iowa,661,USCGeocoder,421.8831,1,4.01,,51e501b6-e4d8-4d3c-9cf5-590f17b6ba53,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1995681.993,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,41.66270768,-91.54766741,Exact,TwoThousandTen,38595,3500,,92077,0,26980,2022,2,23,103,19,4,ResidenceZIP,2,,,GILMORE HALL,,,,,,,IOWA CITY,IA,52242,,,,1320,,,,,,2 GILMORE HALL,,,,,,,,2,,,GILMORE HALL,,,,,,,IOWA CITY,IA,52242,,,,1320,,,,,,,,,,,,,,,,,IA,52242,,,,,,,,,,,,1995681.99,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,52242,,zcta5ce10,0,,,,
334 Harvard Street #E6, Cambridge, MA,21390000, Infix Corporation,662,USCGeocoder,484.3843,1,4.01,,968a157e-d7cb-4f06-8693-13dd3291469e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5220.545081,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.37043758,-71.10866584,Relaxed,TwoThousandTen,11000,1122,15764,11000,0,14460,2001,2,3538,17,25,1,ResidenceStreetAddress,334,,,HARVARD,ST,,UNIT,#E6,,,Cambridge,MA,2139,,,,0,,,,,,334 Harvard Street #E6,,,,,,,,334,,,HARVARD,ST,,UNIT,#E6,,,Cambridge,MA,2139,,,,0,,,,,,,,316-344,,,Harvard,St,,,,Cambridge,MA,2139,,,,,,,,,,Cambridge,Middlesex,5220.55,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,86868754,,tlid,0,,,,
1138 Oakdale Road, Atlanta, GA,303071216, Urjanet Inc.,663,USCGeocoder,187.5036,1,4.01,,38a1f01f-d6f2-4bac-862e-ac76e34a466d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,20625.69908,LinearInterpolationAddressRange,StreetSegment,97.21893491,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,33.78583839,-84.33396301,Relaxed,TwoThousandTen,24264,520,,90150,0,12060,2011,2,224.03,89,13,1,ResidenceStreetAddress,1138,,,OAKDALE,RD,,,,,,Atlanta,GA,30307,,,,1216,,,,,,1138 Oakdale Road,,,,,,,,1138,,,OAKDALE,RD,,,,,,Atlanta,GA,30307,,,,1216,,,,,,,,952-1138,,,Oakdale,Rd,NE,,,Druid Hills,GA,30307,,,,,,,,,,Atlanta-Decatur,DeKalb,20625.7,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,23389540,,tlid,0,,,,
2000 5th Avenue, River Grove, IL,601711907, Triton College,664,USCGeocoder,1140.6469,1,4.01,,59c95cc9-7a67-4da6-bc30-080c70159bcf,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6548.493759,LinearInterpolationAddressRange,StreetSegment,97.33727811,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,41.91253094,-87.84018578,Relaxed,TwoThousandTen,64343,1602,16974,43120,0,16980,3047,3,8112,31,17,1,ResidenceStreetAddress,2000,,,5TH,AVE,,,,,,River Grove,IL,60171,,,,1907,,,,,,2000 5th Avenue,,,,,,,,2000,,,5TH,AVE,,,,,,River Grove,IL,60171,,,,1907,,,,,,,,2098-1800,,N,5th,Ave,,,,River Grove,IL,60171,,,,,,,,,,Leyden,Cook,6548.49,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,112383280,,tlid,0,,,,
22955 Leonora Drive, Woodland Hills, CA,913676121, Michael E Durkin Associates,665,USCGeocoder,203.1289,1,4.01,,3cc6e0d7-8a88-49e2-a910-e161a6abcc4d,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1127.302183,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,34.166086,-118.6271531,Exact,TwoThousandTen,44000,4472,31084,92785,0,31100,1021,1,9304.01,37,6,1,ResidenceStreetAddress,22955,,,LEONORA,DR,,,,,,Woodland Hills,CA,91367,,,,6121,,,,,,22955 Leonora Drive,,,,,,,,22955,,,LEONORA,DR,,,,,,Woodland Hills,CA,91367,,,,6121,,,,,,,,22955,,,Leonora,Dr,,,,Los Angeles,CA,91367,,,,6121,,,,,,,,1127.3,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,9206493,,UniqueId,0,,,,
1584 Wesleyan Drive, Norfolk, VA,235025512, Virginia Wesleyan College,666,USCGeocoder,203.1289,1,4.01,,2cb71327-3430-4126-a49e-625b4f05124d,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3691.479629,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,36.87495869,-76.61887529,Exact,TwoThousandTen,,1540,,96431,0,47260,3022,3,2802,93,51,2,ResidenceZIPPlus4,,,,,,,,,,,,,23502,,,,5512,,,,,,,,,,,,,,1584,,,WESLEYAN,DR,,,,,,Norfolk,VA,23502,,,,5512,,,,,,,,,,,,,,,,,VA,23502,,,,5512,,,,,,,,3691.48,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,122139631,,tlid,0,,,,
526 W 113th Street Apt 43, New York, NY,100258015, Udacomm,667,USCGeocoder,421.8831,1,4.01,,5c1fb917-a589-488d-b48e-6ea30dfed242,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,649.1431154,ArealInterpolationGeometricCentroid,Parcel,99.40828402,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,40.80512291,-73.96365515,Relaxed,TwoThousandTen,51000,5602,35644,44919,0,35620,4000,4,199,61,36,1,ResidenceStreetAddress,526,,W,113TH,ST,,APT,43,,,New York,NY,10025,,,,8015,,,,,,526 W 113th Street Apt 43,,,,,,,,526,,W,113TH,ST,,APT,43,,,New York,NY,10025,,,,8015,,,,,,,,526,,W,113TH,ST,,,,New York,NY,10025,,,,8079,,,,,,,,649.14,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,946678,,UniqueId,0,,,,
800 N State College Blvd MH-112, Fullerton, CA,928346850, California State University-Fullerton,668,USCGeocoder,406.2578,1,4.01,,ebbd98f3-aa63-402c-8969-693bfa2c459b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1679.406296,LinearInterpolationAddressRange,StreetSegment,91.61031276,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,33.87791544,-117.8895839,Relaxed;Soundex,TwoThousandTen,28000,4472,42044,90050,0,31100,2021,2,115.04,59,6,1,ResidenceStreetAddress,800,,N,STATE COLLEGE MH,BLVD,,UNIT,112,,,Fullerton,CA,92834,,,,6850,,,,,,800 N State College Blvd MH-112,,,,,,,,800,,N,STATE COLLEGE MH,BLVD,,UNIT,112,,,Fullerton,CA,92834,,,,6850,,,,,,,,800-802,,N,State College,Blvd,,,,Fullerton,CA,92831,,,,,,,,,,Anaheim-Santa Ana-Garden Grove,Orange,1679.41,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,144009198,,tlid,0,,,,
NULL ADDRESS, NULL CITY NAME, MD, NULL ZIP CODE, National Oceanic and Atmospheric Administration,669,USCGeocoder,2484.4227,1,4.01,,b71544e1-95c0-41b0-97d1-820c7706b252,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,32131.156,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,FlipACoin,,StateCentroid,,,1,38.96206028,-77.00581636,Exact,TwoThousandTen,,1900,47894,,0,47900,2023,2,8052.01,33,24,9,Missing,,,,NULL ADDRESS,,,,,,,NULL CITY NAME,MD,NULL ,,,,,,,,,,NULL ADDRESS,,,,,,,,,,,NULL ADDRESS,,,,,,,NULL CITY NAME,MD,NULL ,,,,,,,,,,,,,,,,,,,,,Maryland,,,,,,,,,,,,,32131.16,Kilometers,,SOURCE_CENSUS_2010_STATES,2010,24,,stateFp10,0,,,,
One Physics Ellipse, College Park, MD,207403845, American Association of Physics Teachers,670,USCGeocoder,15.6253,1,4.01,,31225569-1423-44d7-b62d-25f957e87ce3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,20873579.49,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,39.00275188,-76.93098255,Exact,TwoThousandTen,18750,8872,47894,91900,0,47900,2004,2,8070,33,24,4,ResidenceZIP,1,,,PHYSICS ELLIPSE,,,,,,,College Park,MD,20740,,,,3845,,,,,,One Physics Ellipse,,,,,,,,1,,,PHYSICS ELLIPSE,,,,,,,College Park,MD,20740,,,,3845,,,,,,,,,,,,,,,,,MD,20740,,,,,,,,,,,,20873579.49,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,20740,,zcta5ce10,0,,,,
Office of Sponsored Programs, Williamsburg, VA,231878795, College of William and Mary,671,USCGeocoder,171.8783,1,4.01,,710d2233-156f-4150-bb87-c8fe95c27834,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,309984.8063,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,37.26753834,-76.72083735,Exact,TwoThousandTen,86160,5720,,96395,0,47260,3025,3,3703,830,51,4,ResidenceZIP,,,,SPONSORED PROGRAMS,,,OFFICE,OF,,,Williamsburg,VA,23187,,,,8795,,,,,,Office of Sponsored Programs,,,,,,,,,,,SPONSORED PROGRAMS,,,OFFICE,OF,,,Williamsburg,VA,23187,,,,8795,,,,,,,,,,,,,,,,,VA,23187,,,,,,,,,,,,309984.81,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,23187,,zcta5ce10,0,,,,
NULL ADDRESS, Orlando, FL,328263229, Palaniappan Ravishankar,672,USCGeocoder,156.253,1,4.01,,141ee8a2-8a5b-4e22-a387-828b2bea2dc1,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3009.954475,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,28.58893415,-81.19945099,Exact,TwoThousandTen,73172,5960,,93458,0,36740,1018,1,165.08,95,12,2,ResidenceZIPPlus4,,,,,,,,,,,,,32826,,,,3229,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Orlando,FL,32826,,,,3229,,,,,,,,,,,,,,,,,FL,32826,,,,3229,,,,,,,,3009.95,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,94312858,,tlid,0,,,,
